1,6
2,13
3,19
4,26
5,32
6,38
7,44
8,50
9,56
10,62
11,68
12,74
13,80
14,85
15,91
16,96
17,102
18,107
19,112
20,117
21,122
22,126
23,131
24,135
25,139
26,144
27,147
28,151
29,155
30,158
31,161
32,164
33,167
34,169
35,172
36,174
37,176
38,178
39,179
40,180
41,181
42,182
43,183
44,183
45,184
