285,-86.318,127.28,0,0
286,-85.564,128.24,0,0
287,-84.808,128.89,0,0
288,-84.052,129.03,0,0
289,-83.294,128.92,0,0
290,-82.537,128.83,0,0
291,-81.78,128.68,0,0
292,-81.023,128.47,0,0
293,-80.267,128.49,0,0
294,-79.513,128.87,0,0
295,-78.758,129.21,0,0
296,-78.002,129.5,0,0
297,-77.247,129.76,0,0
298,-76.49,129.74,0,0
299,-75.733,129.65,0,0
300,-74.976,129.6,0,0
301,-74.218,129.55,0,0
302,-73.463,129.72,0,0
303,-72.715,130.07,0,0
304,-71.981,130.69,0,0
305,-71.25,131.32,0,0
306,-70.557,132.19,0,0
307,-69.898,133.3,0,0
308,-71.992,305.23,0,0
309,-72.705,304.73,0,0
310,-73.416,304.19,0,0
311,-74.124,303.56,0,0
312,-74.817,302.72,0,0
313,-75.441,301.39,0,0
314,-75.941,299.25,0,0
315,-76.431,296.99,0,0
316,-76.907,294.59,0,0
317,-77.36,292.02,0,0
318,-77.845,289.5,0,0
319,-78.338,286.9,0,0
320,-78.79,284.02,0,0
321,-79.178,280.79,0,0
322,-79.651,277.89,0,0
323,-80.223,275.3,0,0
324,-80.787,272.51,0,0
325,-81.333,269.39,0,0
326,-81.897,266.26,0,0
327,-82.482,263.06,0,0
328,-82.846,258.3,0,0
329,-83.044,252.58,0,0
330,-83.265,246.77,0,0
331,-83.451,240.68,0,0
332,-83.337,234.6,0,0
333,-83.019,229.08,0,0
334,-82.758,223.58,0,0
335,-82.368,218.85,0,0
336,-82.239,213.62,0,0
337,-82.098,208.37,0,0
338,-81.723,203.93,0,0
339,-81.294,199.94,0,0
340,-80.816,196.4,0,0
341,-80.281,193.38,0,0
342,-79.727,190.65,0,0
343,-79.362,187.18,0,0
344,-78.967,183.92,0,0
345,-78.397,181.64,0,0
346,-77.787,179.71,0,0
347,-77.153,178.05,0,0
348,-76.532,176.44,0,0
349,-76.139,173.84,0,0
350,-75.721,171.39,0,0
351,-75.279,169.07,0,0
352,-74.913,166.63,0,0
353,-74.539,164.25,0,0
354,-74.141,161.99,0,0
355,-73.645,160.12,0,0
356,-73.041,158.69,0,0
357,-72.427,157.37,0,0
358,-71.752,156.49,0,0
359,-71.065,155.72,0,0
360,-70.372,155.04,0,0
361,-72.924,13.332,0,0
362,-73.378,15.261,0,0
363,-73.813,17.294,0,0
364,-74.274,19.283,0,0
365,-74.806,21.107,0,0
366,-75.351,22.931,0,0
367,-75.894,24.839,0,0
368,-76.472,26.615,0,0
369,-77.071,28.368,0,0
370,-77.653,30.305,0,0
371,-78.219,32.436,0,0
372,-78.668,35.249,0,0
373,-79.094,38.26,0,0
374,-79.527,41.365,0,0
375,-79.927,44.725,0,0
376,-80.194,48.584,0,0
377,-80.379,52.71,0,0
378,-80.519,56.969,0,0
379,-80.628,61.318,0,0
380,-80.643,65.714,0,0
381,-80.425,69.889,0,0
382,-80.262,74.032,0,0
383,-80.133,78.196,0,0
384,-79.847,81.86,0,0
385,-79.315,84.542,0,0
386,-78.822,87.283,0,0
387,-78.357,90.062,0,0
388,-77.867,92.626,0,0
389,-77.392,95.131,0,0
390,-76.982,97.802,0,0
391,-76.533,100.24,0,0
392,-75.929,101.89,0,0
393,-75.315,103.41,0,0
394,-74.691,104.8,0,0
395,-74.054,106.05,0,0
396,-73.409,107.19,0,0
397,-72.758,108.25,0,0
398,-85.942,352.1,0,0
399,-85.261,349.34,0,0
400,-84.568,347.96,0,0
401,-83.859,348.69,0,0
402,-83.149,349.16,0,0
403,-82.437,349.45,0,0
404,-81.725,349.69,0,0
405,-81.013,349.9,0,0
406,-80.308,349.47,0,0
407,-79.598,349.24,0,0
408,-78.898,348.91,0,0
409,-78.231,347.64,0,0
410,-77.56,346.5,0,0
411,-78.658,33.028,0,0
412,-78.571,28.463,0,0
413,-78.13,24.659,0,0
414,-77.708,20.888,0,0
415,-77.26,17.261,0,0
416,-76.769,13.877,0,0
417,-76.244,10.718,0,0
418,-75.581,8.2384,0,0
419,-75.021,5.4334,0,0
420,-81.182,311.29,0,0
421,-82.28,315.46,0,0
422,-83.189,322.32,0,0
423,-84.091,330.01,0,0
424,-85.109,337.83,0,0
